dft_action,event_pair_key,system_id,formula,natoms,nsubs,nvacs,split,event_type,event_family,story_role,site_a,site_b,foundation_endpoint_label,finetuned_endpoint_label,transition_label,foundation_neb_status,finetuned_neb_status,foundation_ready_for_neb,finetuned_ready_for_neb,both_models_ready_for_neb,both_models_status_usable,foundation_forward_barrier_eV,finetuned_forward_barrier_eV,foundation_reverse_barrier_eV,finetuned_reverse_barrier_eV,strict_abs_forward_barrier_delta_eV,strict_abs_reverse_barrier_delta_eV,foundation_path_shape,finetuned_path_shape,foundation_notes,finetuned_notes,selection_score,score_story_weight,score_cost_penalty,selection_reason,finetuned_source_init_data,finetuned_source_final_relaxed_data,score_transition_severity,score_readiness_bonus,score_barrier_disagreement_term,score_kinetics_term,rank_within_action,rank_within_action_event_type,recommended_priority_tier
final_relax_only,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__138__0,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,P134N3,144,3,7,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,138,0,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.2,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,96,26,extended
final_relax_only,P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346__7__109,P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346,P134N5,144,5,5,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,7,109,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.2,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,97,27,extended
final_relax_only,P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346__129__27,P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346,P134N5,144,5,5,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,129,27,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.2,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,98,28,extended
final_relax_only,P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62__13__115,P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62,P134N6,144,6,4,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,13,115,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.2,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,99,29,extended
final_relax_only,P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62__38__74,P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62,P134N6,144,6,4,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,38,74,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.2,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,100,30,extended
final_relax_only,P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62__83__47,P_P134N6_830832b7-0dd2-4f20-b337-b06a84de9d62,P134N6,144,6,4,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,83,47,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.2,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,101,31,extended
final_relax_only,P_P134N7_618fa7fd-b549-4eda-a5a2-2091f6fae7ba__61__97,P_P134N7_618fa7fd-b549-4eda-a5a2-2091f6fae7ba,P134N7,144,7,3,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,61,97,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.2,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,102,32,extended
final_relax_only,P_P134N7_e6d8503d-2d3e-4f27-a8a3-d4c9252f50ee__40__76,P_P134N7_e6d8503d-2d3e-4f27-a8a3-d4c9252f50ee,P134N7,144,7,3,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,40,76,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.2,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,103,33,extended
final_relax_only,P_P134N8_1940fe06-4315-4639-b6ea-12f7b20b6692__112__10,P_P134N8_1940fe06-4315-4639-b6ea-12f7b20b6692,P134N8,144,8,2,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,112,10,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.2,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,104,34,extended
final_relax_only,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb__1__37,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,1,37,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,105,48,extended
final_relax_only,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb__131__23,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,131,23,same_basin,different_basin,same_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,106,49,extended
final_relax_only,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb__133__98,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,133,98,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,107,50,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__32__140,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,32,140,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,108,51,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__49__13,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,49,13,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,109,52,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__49__79,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,49,79,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,110,53,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__50__80,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,50,80,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,111,54,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__63__27,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,63,27,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,112,55,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__99__134,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,99,134,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,113,56,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__119__78,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,119,78,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,114,57,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__45__75,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,45,75,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,115,58,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__89__59,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,89,59,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,116,59,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__89__124,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,89,124,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,117,60,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__97__67,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,97,67,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,118,61,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__111__3,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,111,3,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,119,62,extended
final_relax_only,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__80__115,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,80,115,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,120,63,extended
final_relax_only,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__96__137,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,96,137,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,121,64,extended
final_relax_only,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__106__40,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,106,40,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,122,65,extended
final_relax_only,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__110__2,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,110,2,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,123,66,extended
final_relax_only,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__22__130,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,22,130,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,124,67,extended
final_relax_only,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__41__5,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,41,5,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,125,68,extended
final_relax_only,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__95__65,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,95,65,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,126,69,extended
final_relax_only,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__142__34,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,142,34,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,127,70,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__41__107,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,41,107,same_basin,different_basin,same_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,128,71,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__82__117,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,82,117,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,129,72,extended
final_relax_only,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe__25__133,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,P130N7,144,7,7,test,AC_hop,far_AC,far-from-N armchair baseline,25,133,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,130,73,extended
final_relax_only,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe__122__14,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,P130N7,144,7,7,test,AC_hop,far_AC,far-from-N armchair baseline,122,14,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,131,74,extended
final_relax_only,P_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c__13__49,P_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c,P130N8,144,8,6,test,AC_hop,far_AC,far-from-N armchair baseline,13,49,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,132,75,extended
final_relax_only,P_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c__45__75,P_P130N8_4da67312-af60-4b2d-adf5-10c7bd23799c,P130N8,144,8,6,test,AC_hop,far_AC,far-from-N armchair baseline,45,75,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,133,76,extended
final_relax_only,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2__70__100,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2,P130N9,144,9,5,test,AC_hop,far_AC,far-from-N armchair baseline,70,100,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,134,77,extended
final_relax_only,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb__42__78,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,42,78,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,135,35,extended
final_relax_only,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb__140__2,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,140,2,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,136,36,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__4__142,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,4,142,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,137,37,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__32__134,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,32,134,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,138,38,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__119__17,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,119,17,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,139,39,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__29__131,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,29,131,different_basin,same_basin,different_basin -> same_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,140,40,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__89__53,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,89,53,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,141,41,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__97__61,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,97,61,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,142,42,extended
final_relax_only,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__80__44,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,80,44,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,143,43,extended
final_relax_only,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__96__60,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,96,60,same_basin,different_basin,same_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,144,44,extended
final_relax_only,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__102__66,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,102,66,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,145,45,extended
final_relax_only,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__103__67,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,103,67,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,146,46,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__29__131,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,29,131,different_basin,other_basin,different_basin -> other_basin,missing,missing,True,False,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,147,47,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__41__77,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,41,77,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,148,48,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__47__83,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,47,83,other_basin,different_basin,other_basin -> different_basin,missing,missing,False,True,False,False,,,,,,,,,,,44.08,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,4.0,0.5,,,149,49,extended
